LoanID,CustomerID,AccountID,LoanAmount,InterestRate,LoanStartDate,LoanEndDate
2714,361,2334,208345.54,12.04,2002-12-29,2041-05-11
2715,3774,3011,919427.0,11.32,2015-06-24,2050-09-23
2716,1518,2275,143867.73,8.87,2009-05-12,2037-12-17
2717,4055,2755,505108.84,7.86,2005-01-12,2043-06-07
2718,1861,149,127439.11,9.08,2004-04-19,2043-11-28
2719,1190,896,833218.45,9.23,2012-10-18,2026-12-04
2720,2194,2776,252562.87,14.58,2025-04-30,2042-01-22
2721,3081,4695,965267.9,10.55,2025-06-04,2049-08-16
2722,4938,941,173910.96,9.4,2017-08-08,2049-07-17
2723,3107,821,775871.16,12.71,2005-01-25,2042-12-22
2724,3746,3827,137971.67,10.77,2017-09-05,2027-06-02
2725,1816,570,770248.01,13.28,2002-09-11,2044-09-28
2726,4436,4473,971352.6,14.5,2005-05-07,2045-12-02
2727,4445,942,664971.83,9.8,2005-11-18,2040-10-02
2728,849,3095,638731.82,7.84,2022-11-26,2042-04-11
2729,1016,3788,144074.73,5.32,2005-09-13,2025-06-10
2730,3278,2041,171075.91,6.64,2017-09-21,2048-02-03
2731,2971,1826,192020.93,13.13,2006-04-01,2030-01-30
2732,2034,4076,801580.53,12.5,2000-04-16,2037-03-03
2733,4844,3037,507776.37,14.35,2001-03-25,2037-09-16
2734,1647,2518,958358.08,13.75,2009-10-10,2050-06-22
2735,1838,3299,505573.18,5.7,2005-09-21,2030-02-23
2736,1545,1224,91632.51,10.29,2002-06-11,2030-07-29
2737,1431,1034,174495.62,7.41,2014-05-15,2040-12-29
2738,3135,690,310157.41,13.51,2023-07-08,2046-12-17
2739,3149,1196,403891.25,9.2,2010-08-28,2026-10-23
2740,753,1633,694227.39,12.9,2008-09-09,2043-08-22
2741,264,4711,471444.72,5.12,2020-08-05,2031-12-02
2742,3655,1648,51393.32,11.4,2015-02-11,2036-12-01
2743,1591,4556,851211.11,13.1,2022-05-05,2044-08-25
2744,986,3119,592970.65,14.07,2011-11-21,2050-07-12
2745,4492,1224,978477.29,7.45,2025-01-22,2049-07-05
2746,1274,2388,270459.98,5.84,2022-02-27,2047-01-03
2747,637,1466,694168.7,9.16,2003-02-01,2036-06-22
2748,2233,2945,329482.12,6.44,2013-11-19,2037-03-14
2749,3663,629,48351.49,11.8,2016-05-07,2049-07-24
2750,4922,4405,966463.97,13.44,2005-03-17,2033-11-03
2751,69,3703,441619.69,13.48,2011-06-04,2046-03-22
2752,3251,3731,178130.2,12.37,2019-04-30,2026-11-15
2753,1800,1336,66611.48,12.28,2011-06-22,2038-10-20
2754,1792,2745,243057.0,9.62,2001-04-13,2039-02-24
2755,365,2281,448672.25,12.35,2024-12-17,2026-11-13
2756,4117,2941,722810.97,14.11,2002-05-23,2050-09-29
2757,2134,4837,270342.53,9.24,2001-11-22,2050-05-01
2758,4895,2765,124019.17,10.96,2012-09-05,2045-08-20
2759,3828,566,271242.56,10.4,2019-02-28,2038-10-25
2760,3148,589,637432.24,14.63,2003-02-04,2025-12-17
2761,1628,2267,58070.04,5.37,2001-08-29,2039-05-30
2762,2700,4189,545470.82,8.78,2015-08-20,2038-04-09
2763,2821,3666,289796.57,10.37,2023-12-29,2044-02-29
2764,2483,3245,996085.45,5.03,2016-11-23,2041-09-06
2765,1967,2851,575271.72,10.93,2022-01-05,2033-06-27
2766,4993,1995,907417.61,13.46,2007-09-22,2050-10-21
2767,1932,83,272204.92,11.65,2002-03-23,2050-12-30
2768,1819,3855,872780.73,12.75,2000-07-05,2041-01-11
2769,2185,4461,10333.81,14.06,2008-08-18,2045-03-05
2770,3234,4037,478649.63,6.06,2010-12-27,2050-12-21
2771,4579,3328,181928.12,5.38,2011-12-29,2039-05-02
2772,794,3581,304250.91,7.15,2024-10-09,2029-11-26
2773,2554,2381,988402.18,11.58,2011-01-10,2042-02-09
2774,1901,919,150796.96,7.44,2019-09-05,2046-12-06
2775,1230,1048,446314.94,12.5,2002-01-24,2041-02-27
2776,2956,1908,620088.25,14.5,2008-11-02,2049-07-06
2777,3845,2625,987076.61,12.47,2001-03-24,2042-10-12
2778,4261,1150,382527.41,9.23,2003-05-20,2042-03-04
2779,3617,2670,280335.37,6.48,2015-04-13,2026-08-18
2780,439,2098,739550.65,12.21,2019-06-15,2044-05-10
2781,4022,3697,868288.33,10.59,2003-01-31,2045-11-16
2782,3118,2814,771752.72,10.23,2008-12-31,2044-09-12
2783,1141,3295,780773.75,7.37,2022-11-30,2026-05-16
2784,1609,1145,753675.13,6.46,2004-04-14,2033-11-29
2785,1345,2728,811040.44,8.2,2017-02-01,2035-08-22
2786,299,4525,797459.58,13.8,2015-09-03,2032-07-17
2787,4367,1718,118388.12,14.77,2003-06-20,2047-12-30
2788,1109,2916,466505.55,8.49,2003-10-07,2042-10-21
2789,4031,572,251131.63,10.09,2008-12-02,2025-05-03
2790,4859,2610,858407.88,6.55,2008-11-25,2044-02-24
2791,4787,1871,828211.31,12.05,2002-11-15,2045-01-04
2792,3536,1515,620552.7,6.19,2018-12-09,2042-06-03
2793,1217,3307,972550.99,13.56,2015-02-19,2025-10-11
2794,2256,4443,396769.17,14.1,2015-10-07,2033-12-15
2795,4747,1114,25198.51,12.54,2011-05-08,2045-08-28
2796,4931,279,598180.79,5.08,2015-05-28,2036-12-30
2797,913,4629,591902.91,13.22,2000-09-05,2031-11-18
2798,2328,449,436060.24,9.12,2007-01-22,2041-05-18
2799,2156,4945,500909.87,6.1,2019-06-30,2026-01-09
2800,510,206,643515.46,5.88,2004-01-22,2042-10-23
2801,4962,3335,604496.27,11.03,2016-11-03,2035-12-21
2802,2707,1349,371957.64,5.54,2021-10-16,2047-05-10
2803,4393,1772,209193.35,10.05,2021-03-12,2036-07-05
2804,3125,1911,226224.98,13.51,2000-07-11,2031-12-19
2805,29,3653,467931.88,14.22,2016-12-01,2041-09-18
2806,1352,3071,980131.39,14.89,2002-01-02,2037-03-15
2807,2228,1876,520118.1,13.62,2015-11-25,2050-07-28
2808,4949,3086,859947.72,7.67,2003-11-06,2040-11-24
2809,137,3382,273134.93,12.32,2018-04-02,2025-10-04
2810,2200,3589,768231.67,14.11,2006-06-14,2047-02-19
2811,4978,2783,189547.88,12.61,2009-11-15,2041-03-09
2812,2598,3191,251866.36,5.91,2008-06-23,2040-10-21
2813,1387,1602,227833.6,12.64,2013-06-24,2045-09-20
2814,2631,4447,592398.96,14.08,2024-10-08,2041-09-13
2815,3877,1173,226102.73,5.66,2023-05-31,2038-11-08
2816,878,1738,323456.13,14.2,2013-11-12,2039-09-01
2817,2846,3969,987452.35,9.5,2009-06-18,2049-05-25
2818,4356,4530,710120.0,12.73,2008-12-13,2033-10-16
2819,3129,1420,656065.26,9.6,2018-06-27,2029-05-17
2820,2498,4750,716085.6,10.9,2006-09-27,2047-03-04
2821,1570,1223,305665.74,11.29,2003-10-20,2039-04-11
2822,2472,2568,432214.26,6.38,2005-10-27,2037-03-21
2823,2312,1167,645950.23,8.38,2002-11-12,2050-03-03
2824,73,301,119979.9,10.1,2004-02-29,2050-07-20
2825,815,4440,248640.32,10.06,2003-11-29,2050-10-05
2826,2578,4337,479308.12,14.6,2015-02-12,2042-06-21
2827,4122,2333,808588.31,10.8,2019-03-12,2034-05-26
2828,1066,308,121484.02,13.3,2019-07-30,2035-10-20
2829,2660,3878,210347.99,5.88,2005-11-04,2033-05-10
2830,2187,632,937411.49,10.02,2016-07-09,2047-03-17
2831,1286,4190,241578.46,13.66,2016-04-02,2033-10-07
2832,3487,1873,959139.86,5.9,2006-05-13,2033-12-16
2833,289,300,323901.69,8.65,2008-11-17,2034-01-17
2834,4293,4769,512530.51,6.45,2009-02-22,2033-08-22
2835,1693,1571,961090.62,11.89,2007-04-07,2046-06-30
2836,2044,66,258686.75,11.09,2015-08-16,2046-02-06
2837,1622,206,327181.42,7.08,2020-06-05,2048-01-23
2838,4961,2688,221981.79,5.99,2016-08-19,2049-06-26
2839,2744,485,169931.76,5.47,2017-03-09,2030-02-28
2840,867,1064,486465.94,11.38,2002-06-10,2035-08-06
2841,3209,969,601237.88,5.61,2018-02-01,2036-06-14
2842,830,4862,520876.4,12.03,2019-11-24,2044-11-03
2843,3060,1004,818227.6,8.15,2003-11-11,2049-08-30
2844,1691,4350,601201.46,10.09,2013-11-08,2032-08-21
2845,2095,3931,210734.19,8.34,2025-10-09,2025-01-10
2846,3140,1818,403235.37,6.48,2019-07-12,2030-11-12
2847,931,1512,638887.18,9.14,2005-01-05,2044-06-18
2848,3268,719,394515.92,8.96,2005-12-20,2032-12-20
2849,4933,1328,854675.79,14.85,2015-06-29,2045-03-06
2850,2915,4554,630022.52,9.13,2019-09-29,2025-02-06
2851,3500,4328,720867.88,6.45,2009-08-08,2041-10-30
2852,2547,2537,17321.78,8.08,2022-11-03,2038-07-24
2853,227,661,759968.39,8.38,2021-05-22,2033-06-06
2854,2624,441,580831.53,12.79,2018-06-11,2038-02-11
2855,2970,3288,34494.4,10.31,2007-06-01,2044-05-07
2856,988,2271,947289.98,9.01,2003-09-21,2048-09-04
2857,652,4696,149371.81,9.17,2025-01-04,2048-01-21
2858,4737,3066,398479.36,13.82,2013-08-10,2031-07-26
2859,2929,2544,770896.61,7.05,2025-09-22,2034-08-22
2860,3565,3398,474818.27,14.96,2022-05-04,2032-09-15
2861,721,3250,651844.48,14.42,2006-06-27,2031-03-04
2862,2117,2860,136391.8,6.01,2008-07-09,2029-04-15
2863,424,906,612076.14,8.3,2025-03-06,2035-05-07
2864,4107,1834,428349.83,10.94,2001-12-31,2030-10-25
2865,220,4238,740234.28,5.13,2008-10-28,2041-08-08
2866,2469,3579,309541.74,9.59,2008-01-08,2034-08-24
2867,3323,2187,556783.48,5.42,2019-11-09,2038-07-15
2868,2732,1224,799916.99,5.15,2013-10-16,2033-09-12
2869,1704,4613,353036.84,7.22,2010-05-28,2036-12-26
2870,2606,42,456156.1,5.97,2022-11-19,2026-09-28
2871,4645,310,23298.43,6.16,2024-07-09,2027-07-11
2872,3279,2266,463933.9,7.33,2008-07-01,2049-08-16
2873,2460,4468,345373.45,6.99,2006-08-06,2026-12-03
2874,3109,2116,671181.38,7.5,2002-08-11,2039-05-06
2875,4597,2762,19128.07,5.2,2001-01-15,2038-12-08
2876,1583,3709,401962.27,12.58,2015-09-17,2045-06-14
2877,948,4967,263985.32,7.34,2019-01-23,2041-12-21
2878,1338,1645,853843.61,9.88,2016-06-24,2031-04-27
2879,2034,1744,298590.5,12.14,2022-07-08,2044-08-25
2880,2490,2466,507560.67,12.21,2012-12-22,2041-01-10
2881,3501,2370,625803.74,6.4,2000-11-18,2025-05-29
2882,8,4166,376675.17,14.43,2016-11-07,2036-06-24
2883,4948,3233,593488.55,10.18,2023-08-11,2041-02-03
2884,2601,3428,617335.86,13.46,2005-07-27,2035-11-18
2885,1602,2687,810107.05,10.59,2014-12-10,2025-10-03
2886,3257,2072,78129.49,6.58,2008-12-12,2025-05-17
2887,1339,4835,591128.36,12.32,2017-02-22,2044-05-20
2888,300,4903,283865.28,9.69,2008-10-24,2031-12-13
2889,2240,3876,754727.83,7.84,2005-03-15,2030-02-15
2890,2470,945,174017.84,14.98,2025-11-19,2040-05-16
2891,2271,77,503829.85,14.93,2018-03-03,2039-08-10
2892,987,4854,749776.36,10.68,2005-08-26,2046-12-10
2893,3415,1307,505043.66,14.67,2022-12-13,2038-05-27
2894,3947,3517,704102.62,11.6,2019-06-16,2050-09-08
2895,1687,1731,240476.55,5.36,2002-04-09,2027-02-25
2896,2508,379,846775.41,6.5,2000-08-05,2039-09-11
2897,4439,775,664658.65,13.41,2012-04-15,2037-05-08
2898,2081,244,128610.69,9.49,2011-10-12,2048-06-13
2899,2540,1834,757721.54,13.46,2016-09-15,2041-05-13
2900,1448,2620,411038.26,9.84,2022-03-04,2041-07-03
2901,2677,2330,927135.8,13.47,2020-12-25,2027-07-22
2902,1442,2904,662907.67,14.06,2021-10-28,2043-03-02
2903,658,4358,727460.16,11.09,2012-04-30,2038-07-12
2904,1716,1443,125728.87,9.19,2001-01-25,2027-10-25
2905,1655,3955,831006.99,5.33,2005-04-09,2040-08-06
2906,2701,4720,15049.23,12.64,2024-06-14,2045-10-26
2907,2136,2770,349611.29,10.73,2003-10-06,2040-04-11
2908,2682,2295,212634.61,14.01,2003-09-22,2049-02-05
2909,3378,1471,458812.86,6.48,2012-10-04,2034-02-18
2910,4054,3075,257844.24,7.53,2014-08-28,2039-08-21
2911,1919,1109,183002.67,9.11,2015-10-11,2027-03-28
2912,1479,2598,745644.28,12.64,2006-09-25,2035-10-20
2913,804,2512,711535.44,10.85,2008-01-28,2034-01-17
2914,1333,223,240039.18,13.79,2000-04-15,2027-11-02
2915,196,178,872971.04,12.76,2003-10-17,2046-08-04
2916,2188,3021,25764.94,10.41,2014-04-24,2040-02-19
2917,4338,2209,876518.95,7.91,2024-10-15,2046-02-17
2918,1014,563,420155.7,8.31,2017-09-22,2031-07-29
2919,3532,2339,892421.85,13.73,2001-05-16,2049-12-16
2920,3343,3327,374489.36,12.5,2023-10-28,2041-04-17
2921,211,1944,582294.58,12.72,2017-10-11,2049-10-14
2922,3293,1979,992830.47,7.61,2025-02-16,2050-05-06
2923,2514,4034,291351.45,12.75,2018-01-01,2043-05-03
2924,2242,2666,644294.99,9.94,2022-04-20,2044-07-14
2925,1784,269,241115.75,11.9,2022-06-05,2035-05-27
2926,2385,2712,740428.28,12.8,2002-01-04,2032-03-03
2927,3299,4359,157060.93,7.58,2010-12-28,2032-02-11
2928,3533,2069,112197.41,12.68,2001-07-09,2044-05-27
2929,554,1910,145225.31,8.06,2000-05-12,2043-03-28
2930,3201,4651,140392.04,14.91,2019-02-19,2047-05-09
2931,4938,1803,695819.53,12.4,2021-10-21,2042-01-30
2932,3447,3800,773072.35,8.97,2001-11-04,2046-04-03
2933,2844,3063,715551.19,10.9,2013-03-15,2049-09-01
2934,4149,786,25264.59,10.81,2020-05-02,2046-07-01
2935,2988,2945,516005.12,9.04,2008-08-30,2050-04-01
2936,1633,137,242760.18,10.98,2015-03-08,2028-12-15
2937,3500,4983,748079.82,10.79,2018-08-20,2041-09-13
2938,4011,2834,226819.37,7.18,2019-07-29,2049-04-25
2939,1253,333,744508.58,8.23,2011-12-10,2028-03-27
2940,656,2270,64883.63,9.92,2006-03-03,2025-12-27
2941,2062,4290,412224.8,10.22,2010-10-15,2047-01-18
2942,4073,1397,121125.45,8.07,2014-06-23,2035-06-07
2943,3778,709,783355.34,14.5,2025-07-19,2036-06-06
2944,4411,3384,337246.66,5.9,2008-11-30,2039-11-21
2945,1457,4410,12760.81,11.24,2017-04-12,2033-11-09
2946,3442,4185,880258.11,11.69,2003-04-22,2041-03-16
2947,756,3178,378091.01,13.0,2024-03-10,2033-12-12
2948,1095,4686,937644.41,12.1,2009-03-31,2028-08-22
2949,418,8,324167.87,6.62,2020-10-25,2033-06-02
2950,3994,3384,151645.02,10.68,2020-11-30,2050-08-18
2951,3885,4838,57613.06,5.67,2025-08-26,2045-07-17
2952,4959,812,797678.43,6.97,2021-11-16,2030-09-25
2953,2216,1755,168182.65,10.76,2024-02-04,2039-12-29
2954,743,3641,833181.3,11.65,2016-07-06,2046-07-16
2955,3284,3035,740576.57,6.04,2007-09-30,2044-05-20
2956,4793,4562,654310.33,12.7,2001-01-10,2025-06-18
2957,2987,4418,311872.72,12.51,2016-05-12,2033-03-15
2958,3941,2693,600749.57,7.14,2005-07-22,2029-01-06
2959,2151,715,384330.18,14.92,2001-10-10,2048-09-20
2960,1873,2660,984868.96,10.44,2017-02-03,2049-04-06
2961,1424,2554,223490.59,10.31,2001-11-02,2050-06-16
2962,717,4495,881513.92,6.48,2004-02-11,2045-05-31
2963,688,3354,171364.27,6.96,2019-05-21,2026-01-29
2964,3708,4376,847694.39,8.03,2003-08-02,2042-04-14
2965,1141,4102,784147.33,13.39,2024-06-02,2035-01-24
2966,4152,637,38642.41,7.94,2002-12-27,2043-01-29
2967,4865,893,998624.13,12.76,2017-10-20,2031-08-31
2968,2925,1537,964887.01,5.99,2021-02-05,2031-01-22
2969,2689,2837,532327.2,7.9,2004-02-28,2045-08-09
2970,4673,2795,287248.49,11.96,2011-03-02,2028-05-28
2971,464,4970,112202.23,13.75,2004-08-14,2046-03-28
2972,3393,1086,283469.57,13.63,2003-10-24,2036-12-03
2973,1766,3119,460789.14,9.22,2019-10-13,2041-11-05
2974,4168,4802,832523.07,8.01,2014-09-07,2034-09-17
2975,1423,3453,56679.93,9.88,2002-04-18,2042-06-09
2976,3721,2166,661371.91,14.83,2011-12-06,2032-01-12
2977,1916,655,822522.65,14.47,2020-08-29,2036-09-16
2978,1328,4401,484964.86,6.85,2018-03-18,2026-08-03
2979,4566,2653,208470.29,7.88,2019-05-07,2032-01-03
2980,1977,4248,270885.03,5.66,2025-10-22,2030-10-04
2981,1302,504,51417.68,9.89,2014-10-03,2033-04-28
2982,3546,4540,914888.76,10.73,2015-06-11,2038-03-30
2983,1217,3053,438770.4,13.06,2009-07-24,2047-09-14
2984,4061,770,912378.02,8.76,2007-05-01,2043-04-16
2985,3181,766,774431.93,14.66,2021-04-23,2040-11-24
2986,1988,4599,970684.51,7.1,2007-04-04,2025-11-12
2987,4981,1570,89872.27,10.59,2015-03-02,2049-10-01
2988,4091,4457,151837.13,7.24,2015-05-14,2046-01-17
2989,3705,2704,640862.42,6.7,2025-10-24,2050-12-21
2990,1962,2061,963679.18,14.91,2024-04-05,2044-05-23
2991,455,1994,985344.18,8.14,2017-01-02,2047-07-18
2992,687,4499,258514.16,13.52,2024-09-20,2047-11-07
2993,4910,1910,952789.47,8.59,2020-02-17,2044-08-09
2994,1034,2250,689243.06,13.14,2005-09-23,2046-07-24
2995,737,3654,215718.09,6.1,2021-01-11,2049-12-07
2996,236,3005,732471.53,13.84,2023-07-04,2025-06-25
2997,1549,761,508296.57,7.16,2014-03-31,2033-07-15
2998,1946,2564,764578.39,10.16,2012-04-09,2038-02-06
2999,2350,2072,999174.4,9.92,2025-02-10,2032-11-23
3000,2776,1910,304731.41,14.76,2021-09-08,2049-10-15
3001,2555,4466,576649.64,14.66,2004-10-24,2044-06-02
3002,4540,1181,886785.38,5.08,2024-08-24,2035-01-12
3003,2848,1844,796081.02,6.97,2005-11-04,2026-04-11
3004,2564,4748,188872.71,11.3,2014-02-10,2039-02-01
3005,1941,4880,742937.31,7.54,2015-11-17,2039-01-22
3006,2535,3507,217242.78,13.86,2022-12-24,2042-10-20
3007,372,1452,750669.76,10.15,2023-11-25,2048-03-05
3008,371,1220,851853.02,8.03,2012-06-17,2032-12-17
3009,2784,1838,294409.88,7.48,2018-05-28,2044-02-14
3010,2392,4706,879725.22,9.1,2019-01-15,2041-11-13
3011,3894,2969,665788.56,5.97,2023-10-19,2031-02-16
3012,793,214,979450.92,13.32,2013-02-19,2046-06-27
3013,4344,4136,575621.5,13.19,2014-03-24,2048-01-03
3014,1058,750,182608.78,11.87,2017-06-19,2028-05-11
3015,912,4308,232432.34,11.72,2009-09-06,2050-01-13
3016,2174,1626,699824.09,11.74,2011-12-12,2032-07-01
3017,3986,4374,342481.97,14.96,2022-04-30,2027-11-14
3018,2820,4991,226609.6,11.16,2018-08-03,2041-05-23
3019,2567,3111,815175.36,6.39,2003-07-08,2038-06-01
3020,3883,3579,762254.24,7.88,2024-01-14,2041-07-01
3021,1239,2746,591767.0,8.99,2012-06-06,2040-12-25
3022,656,3334,466129.36,9.83,2015-12-24,2050-12-10
3023,3240,1388,873197.59,8.59,2006-09-13,2030-03-10
3024,2036,1450,45658.31,9.07,2021-11-15,2037-05-30
3025,489,4250,607325.38,6.23,2024-05-26,2044-10-01
3026,3098,3789,716519.84,9.37,2009-11-22,2044-01-23
3027,318,1246,845498.28,6.66,2024-02-15,2035-03-28
3028,2436,4263,956991.11,5.62,2016-02-02,2044-04-11
3029,4933,1678,995566.43,11.68,2023-02-04,2039-09-28
3030,2827,2050,802402.44,9.17,2003-10-10,2048-10-25
3031,2301,1243,98271.94,9.66,2008-01-30,2028-06-19
3032,2486,1568,981329.01,5.99,2007-03-20,2033-05-08
3033,292,2738,580925.78,5.78,2024-09-11,2038-11-16
3034,3824,3598,43114.38,8.93,2022-09-17,2043-02-18
3035,4726,4304,577445.76,6.08,2015-12-19,2050-10-11
3036,2041,1121,496357.17,13.49,2001-07-18,2026-02-19
3037,3900,1283,726858.92,10.46,2005-09-21,2042-03-27
3038,4103,1783,910725.44,12.67,2013-10-04,2027-11-09
3039,1651,2077,343893.93,13.32,2015-01-26,2030-05-15
3040,3110,4554,466017.69,14.01,2009-06-07,2050-12-19
3041,2685,2968,182870.83,11.5,2021-01-28,2046-08-10
3042,556,2975,573350.8,14.72,2024-05-02,2046-05-07
3043,3435,3733,427896.5,6.22,2013-10-05,2032-01-15
3044,2866,4635,355645.33,13.59,2001-12-19,2049-12-20
3045,4248,3165,675578.49,13.85,2020-03-09,2027-06-03
3046,4549,4126,317295.63,7.75,2019-02-13,2050-11-16
3047,2982,793,613015.94,11.78,2001-12-04,2032-11-25
3048,3841,1904,522274.27,10.86,2002-12-04,2027-02-17
3049,1674,2914,525629.03,9.02,2003-08-12,2044-01-30
3050,455,2755,293722.99,5.32,2003-02-26,2050-02-06
3051,3774,826,56365.25,8.98,2022-09-08,2031-03-01
3052,2684,4355,592229.56,10.84,2008-12-29,2030-01-20
3053,652,1609,16235.66,7.78,2023-02-01,2042-10-06
3054,4340,3219,989685.2,9.57,2019-03-01,2038-01-05
3055,4338,1136,446909.87,11.43,2012-03-16,2030-06-26
3056,2858,840,689583.79,8.76,2023-07-29,2033-11-02
3057,3469,4089,564205.76,6.67,2002-01-04,2049-09-25
3058,4313,1508,862498.71,8.95,2019-01-04,2050-09-19
3059,3980,647,804670.21,14.39,2004-10-25,2035-05-07
3060,37,1750,658129.04,14.66,2021-10-01,2035-12-26
3061,4199,4594,175567.04,9.48,2011-12-04,2048-03-19
3062,2030,753,259778.5,5.66,2018-11-30,2042-09-12
3063,4147,2073,402316.55,7.38,2013-05-04,2040-06-17
3064,2744,288,290116.62,11.6,2004-06-09,2038-04-06
3065,2662,2683,900935.76,7.89,2012-10-21,2050-11-29
3066,4237,968,60346.05,9.46,2014-06-19,2049-11-25
3067,2964,3409,666814.53,6.28,2009-02-27,2042-07-04
3068,1865,2202,471842.69,8.59,2009-07-26,2038-03-03
3069,3222,3864,380024.29,13.66,2022-01-30,2032-10-23
3070,127,3805,786464.53,13.83,2017-11-07,2026-11-05
3071,2141,3010,266100.7,8.41,2002-03-26,2041-04-03
3072,1039,4825,339344.37,9.23,2004-03-16,2030-07-15
3073,3618,3500,975797.4,12.8,2000-05-16,2046-05-18
3074,2161,11,470184.27,9.88,2022-02-25,2035-01-12
3075,291,3851,527205.58,5.73,2021-07-28,2036-08-22
3076,1218,487,686817.36,12.39,2017-11-11,2049-06-17
3077,4351,3701,972788.41,8.05,2022-07-13,2042-08-29
3078,1091,957,74102.73,10.04,2010-12-20,2028-05-12
3079,2340,4942,588538.11,9.16,2015-05-01,2034-11-13
3080,1009,3963,761037.06,12.66,2007-04-30,2046-03-22
3081,293,4904,372566.45,8.05,2005-03-12,2031-07-18
3082,2762,299,756339.77,11.27,2002-06-01,2032-08-03
3083,2177,2515,217529.13,11.28,2009-07-21,2035-09-15
3084,4542,997,513078.36,7.79,2022-11-13,2031-11-25
3085,3654,1570,920736.56,5.02,2025-08-02,2028-03-04
3086,2396,4315,397176.6,12.42,2024-01-22,2046-10-12
3087,1867,1594,639075.85,9.8,2023-12-14,2046-08-31
3088,4426,692,103422.05,9.55,2012-05-04,2040-05-08
3089,4931,2048,272035.39,13.68,2012-09-17,2033-02-28
3090,1230,4386,612330.18,8.29,2004-02-22,2030-02-05
3091,2917,221,763225.92,6.47,2001-02-03,2033-05-08
3092,4880,2302,677296.19,11.06,2013-06-16,2035-01-07
3093,903,4217,11183.82,14.91,2002-06-30,2043-12-11
3094,4348,80,577837.51,11.13,2023-08-22,2039-07-21
3095,1649,2785,728590.66,7.32,2004-02-26,2046-07-17
3096,4897,3334,473858.21,10.31,2021-11-19,2036-11-25
3097,1958,1016,438244.54,8.79,2014-06-22,2049-11-20
3098,1123,4842,365847.13,6.36,2025-06-24,2040-03-03
3099,4340,593,276206.08,6.44,2006-12-07,2048-03-29
3100,3366,38,808850.13,11.53,2006-10-23,2035-02-21
3101,4947,1453,901783.68,8.05,2018-12-29,2026-03-13
3102,3529,3811,296225.13,8.25,2022-12-05,2028-03-06
3103,1833,4813,862834.15,10.66,2000-07-09,2028-01-18
3104,2275,922,189067.72,13.25,2003-09-04,2032-09-28
3105,1213,4494,314616.99,14.85,2019-10-03,2047-08-04
3106,3429,2758,110284.73,8.29,2018-09-12,2044-03-05
3107,3985,1735,117324.02,9.6,2023-11-22,2036-03-02
3108,1274,3538,298026.49,8.8,2001-02-01,2047-04-01
3109,4979,3826,815382.44,13.39,2012-10-25,2026-03-17
3110,2302,1078,570020.67,9.65,2012-03-04,2049-05-24
3111,4319,377,550185.41,5.83,2025-05-09,2039-04-26
3112,3163,2822,503331.12,6.24,2012-07-12,2029-02-18
3113,4464,3959,475210.7,14.93,2003-05-24,2049-03-25
3114,3865,1424,697839.03,9.79,2006-07-09,2050-10-15
3115,132,2532,547482.21,8.5,2012-10-12,2041-08-30
3116,2311,4867,676795.38,13.82,2022-12-13,2039-07-15
3117,2212,342,20590.98,12.9,2023-10-29,2050-02-28
3118,4075,3567,968124.19,11.75,2022-04-27,2029-04-27
3119,3755,661,969865.09,14.56,2022-01-23,2050-01-03
3120,2799,3721,522582.17,11.26,2008-02-06,2042-02-20
3121,1309,3382,800413.58,6.71,2004-04-06,2031-06-17
3122,1026,1574,11499.09,12.05,2000-12-12,2030-12-07
3123,2707,3430,246966.53,13.98,2004-05-01,2045-01-19
3124,477,2646,181584.77,14.06,2002-11-06,2037-03-04
3125,791,2617,806340.65,12.47,2007-05-03,2049-01-03
3126,213,3084,881954.22,10.45,2002-07-22,2034-04-09
3127,1638,4877,478939.64,5.89,2022-11-29,2046-03-30
3128,4941,25,800473.68,13.9,2019-07-16,2050-07-02
3129,2578,2634,139389.69,10.41,2005-05-15,2040-07-22
3130,4141,1615,755219.12,10.07,2004-08-30,2038-09-03
3131,653,4121,813075.2,9.35,2002-08-15,2035-04-09
3132,230,2341,152959.41,9.04,2011-11-03,2035-05-23
3133,4588,2344,829937.32,8.7,2012-01-04,2030-09-11
3134,1684,4475,393975.25,5.12,2015-11-18,2033-01-17
3135,973,4911,809951.8,5.05,2003-04-09,2029-12-27
3136,983,3065,620711.62,8.48,2012-05-03,2047-08-25
3137,2908,3046,232046.14,5.68,2019-10-06,2038-04-07
3138,2278,4385,361089.24,9.51,2010-05-16,2034-09-05
3139,4365,2704,809817.09,8.12,2018-10-26,2034-03-25
3140,391,4117,102654.56,5.85,2018-08-02,2027-07-24
3141,3595,4536,942504.86,8.33,2011-05-02,2038-10-17
3142,4296,523,443474.0,6.01,2006-06-25,2046-01-19
3143,531,810,593265.0,12.27,2024-03-02,2039-03-11
3144,267,1844,886587.48,13.49,2009-02-22,2027-12-30
3145,4334,982,847226.43,7.28,2010-03-31,2049-11-11
3146,2375,2444,583077.4,7.66,2000-02-24,2032-04-26
3147,4325,3351,754391.16,11.82,2012-01-16,2048-11-17
3148,2976,2637,574550.19,8.18,2006-02-09,2050-12-08
3149,2959,4432,106666.22,7.43,2014-05-28,2036-10-09
3150,930,1229,824337.98,7.46,2015-11-13,2035-03-20
3151,4178,4459,200013.49,8.22,2004-03-27,2036-03-10
3152,2930,3716,978115.87,9.78,2008-12-08,2031-03-03
3153,1690,52,471665.75,9.33,2019-07-12,2038-03-04
3154,2220,3517,139461.8,9.34,2022-09-11,2043-05-21
