TransactionID,AccountID,TransactionDate,Amount,TransactionType,Description
2479,3934,2010-04-28,338742.48,Credit,Beatae maiores et architecto veritatis vitae voluptatibus.
2480,1015,2011-02-10,405065.3,Debit,Sunt quidem voluptates alias officiis velit architecto.
2481,1155,2006-04-17,254746.75,Credit,Delectus at provident excepturi.
2482,3977,2022-11-04,248074.53,Credit,Ab facilis maiores earum asperiores quidem sed.
2483,475,2016-06-17,217932.22,Debit,Optio animi ut occaecati iure consequuntur commodi dolorum.
2484,2284,2025-06-17,488598.37,Debit,Fuga repellendus amet.
2485,1384,2022-01-03,340918.72,Credit,Explicabo neque commodi amet quam.
2486,4256,2010-01-16,91807.25,Debit,Quam minus fugit doloribus voluptate.
2487,4047,2014-02-01,269566.34,Debit,Ea dicta explicabo illo maxime fugit magnam.
2488,2713,2010-04-18,344736.79,Debit,Atque nemo vitae maiores unde corporis.
2489,3163,2002-08-24,398697.89,Debit,Deleniti facere voluptatum sit voluptates voluptatibus sapiente.
2490,2462,2017-05-02,417407.63,Credit,Non nesciunt iste blanditiis assumenda numquam quo.
2491,393,2004-02-07,11121.98,Credit,Sapiente dolorum ea nihil optio.
2492,3836,2011-02-23,124036.39,Debit,Eius modi voluptatum excepturi expedita ex occaecati.
2493,3192,2022-01-07,156745.14,Debit,Fugit quos et esse facere illum.
2494,2952,2024-08-17,194055.29,Credit,Dolores provident provident provident.
2495,3097,2021-12-01,228540.97,Debit,Voluptate beatae enim blanditiis dolore nihil id.
2496,841,2011-12-21,91089.05,Credit,Vero autem placeat eum suscipit illum voluptates.
2497,1725,2001-04-28,336545.67,Debit,Tempore vitae ipsa a recusandae voluptas.
2498,539,2023-10-07,83884.87,Debit,Non ipsum omnis minus dolore doloribus.
2499,3873,2017-12-03,90147.02,Debit,Fuga iusto dignissimos accusantium nisi delectus molestias.
2500,2787,2021-02-15,224884.11,Credit,Accusamus aperiam tempora hic facilis ad officiis.
2501,4051,2000-07-07,110363.65,Debit,Aperiam magni assumenda eligendi molestias provident.
2502,4405,2003-11-08,466447.44,Credit,Quod hic debitis ut pariatur.
2503,831,2020-02-19,357707.97,Debit,Ipsum quo enim libero.
2504,1043,2025-10-22,128857.7,Credit,Unde doloremque officiis sit ullam nisi quis cupiditate.
2505,1109,2009-12-27,332485.08,Debit,Ab nesciunt aliquid maxime harum.
2506,2483,2017-04-06,380269.36,Credit,Distinctio reiciendis omnis reiciendis dolores.
2507,2981,2025-05-24,106777.4,Debit,Modi fugiat cum non atque.
2508,3153,2016-05-06,284069.56,Credit,Commodi asperiores quo excepturi.
2509,2589,2020-09-30,368217.78,Credit,Recusandae velit laboriosam nostrum labore cupiditate.
2510,3677,2016-11-21,61616.09,Credit,Enim vitae provident optio.
2511,2289,2022-03-03,480767.96,Credit,Omnis at unde magnam veniam.
2512,4796,2018-09-09,390834.15,Debit,Nemo sint labore est consectetur.
2513,2779,2003-12-07,390339.71,Credit,Temporibus repellendus ullam earum blanditiis ut.
2514,2999,2017-02-20,428844.89,Credit,Omnis vero labore consequuntur.
2515,4505,2011-11-26,477253.07,Debit,Consequuntur vero beatae ullam.
2516,2548,2003-11-25,470984.29,Debit,Accusantium tempore ad sequi voluptatum.
2517,1762,2001-08-15,290198.36,Credit,Expedita error esse.
2518,1906,2003-11-04,25387.15,Debit,Incidunt eveniet provident a natus sapiente dolores.
2519,4435,2002-01-20,265183.48,Credit,Quasi repudiandae corporis praesentium ducimus dolores.
2520,4140,2024-07-18,487595.04,Debit,Minus laborum non provident ut.
2521,784,2002-08-14,408920.35,Credit,Ipsum at recusandae.
2522,4467,2009-12-19,164627.32,Debit,Explicabo rem nihil ullam molestias quod.
2523,4384,2012-02-11,400621.6,Credit,Suscipit atque amet error exercitationem excepturi.
2524,160,2018-06-26,84773.51,Credit,Beatae sed dignissimos est.
2525,2126,2016-02-15,112443.42,Credit,Similique non cum adipisci voluptate.
2526,816,2005-12-25,439924.07,Credit,Unde beatae laudantium aspernatur fugit tempora.
2527,1193,2010-05-21,122062.85,Debit,Accusantium sit accusantium.
2528,2903,2007-04-26,257658.78,Credit,Amet minus fuga.
2529,4522,2012-10-11,276618.55,Debit,Nulla animi doloribus atque officiis incidunt atque.
2530,1285,2000-07-18,409279.96,Debit,Ex animi possimus repellat asperiores voluptatibus.
2531,4020,2001-07-23,316624.8,Credit,Dolorum nam odit rerum dolorem ducimus corrupti.
2532,4340,2014-03-26,373351.97,Debit,Quisquam totam dignissimos quas sunt.
2533,2067,2010-07-22,141463.53,Debit,Quod odio earum.
2534,3997,2013-04-02,252530.56,Debit,Error cum tempore veniam quia architecto nemo.
2535,1191,2004-04-22,195261.41,Credit,Sunt officiis nulla quae cum amet mollitia.
2536,3538,2022-05-23,137632.86,Debit,Quo enim quos consectetur beatae doloribus perspiciatis.
2537,4710,2020-01-20,332333.43,Credit,Necessitatibus voluptatum cumque eius delectus rem placeat.
2538,4913,2024-01-07,186865.55,Debit,Reiciendis pariatur nostrum adipisci.
2539,2247,2012-07-15,29320.48,Credit,Ea quaerat quasi eligendi.
2540,3556,2017-01-24,341966.39,Credit,Accusamus consequuntur architecto illo.
2541,4701,2018-10-15,104098.12,Debit,Perferendis fugiat id illum incidunt quis commodi.
2542,2557,2011-08-15,193530.73,Debit,Nesciunt voluptas ab autem sapiente nostrum.
2543,56,2012-07-01,245214.0,Credit,Minus illo sapiente itaque.
2544,1791,2015-11-29,171722.13,Credit,Voluptas fugit vitae optio unde.
2545,4989,2012-02-10,361530.96,Credit,Dolores accusamus laborum repudiandae molestiae laboriosam aperiam.
2546,1453,2025-02-01,217385.43,Credit,Fuga blanditiis ratione deserunt tenetur beatae optio.
2547,1806,2001-11-20,190450.31,Debit,Architecto explicabo labore optio repellat accusamus.
2548,4011,2018-02-15,143652.13,Debit,Est optio dolores.
2549,1318,2013-07-08,403364.78,Credit,Deserunt fugit in similique.
2550,3987,2019-01-30,419931.91,Credit,Maxime ut modi est.
2551,1636,2024-12-18,218288.5,Debit,Id iusto occaecati molestiae illo quas expedita quibusdam.
2552,4380,2025-09-08,331101.25,Credit,Expedita architecto dolores magni.
2553,3165,2004-02-26,285874.63,Credit,Ex nulla et.
2554,4876,2010-06-25,191012.72,Debit,Unde asperiores architecto exercitationem occaecati.
2555,3791,2011-04-21,85154.3,Credit,Et officia necessitatibus harum veniam.
2556,87,2021-08-26,166583.82,Debit,Temporibus fuga nemo officia.
2557,2825,2022-09-24,449038.45,Credit,Minus enim iure laborum quasi.
2558,1774,2012-10-07,145900.28,Debit,Magnam nihil quod nisi expedita.
2559,2049,2023-09-28,243196.79,Debit,Quam culpa explicabo qui accusamus eaque.
2560,298,2024-08-04,273893.22,Debit,Dolores nemo quod a.
2561,2729,2009-12-09,200299.95,Debit,Iure id nobis ducimus reiciendis facere.
2562,2727,2001-07-29,246853.05,Credit,Voluptate iste ut occaecati.
2563,2170,2004-11-25,225445.25,Credit,Incidunt eius nulla iusto voluptatum deserunt.
2564,2927,2017-04-19,315192.08,Debit,Vitae omnis sequi nam.
2565,194,2018-10-04,296590.14,Debit,Blanditiis ullam tempora ab.
2566,1402,2023-04-23,39072.45,Debit,Quisquam numquam nostrum necessitatibus.
2567,2369,2003-12-24,285113.93,Debit,Inventore quaerat alias quia atque sunt.
2568,3092,2005-09-23,411191.84,Debit,Ducimus ipsam itaque adipisci repellat voluptates illum voluptatem.
2569,4245,2011-04-11,253202.34,Debit,Reiciendis esse consectetur illum.
2570,2293,2012-04-01,338495.63,Debit,Excepturi voluptatum dolorem inventore asperiores dolorem repudiandae.
2571,2260,2016-03-13,262038.09,Credit,Ipsum molestias odio corporis velit sed aperiam.
2572,4771,2002-07-06,69329.86,Debit,Delectus atque voluptatem possimus.
2573,2577,2004-06-24,277755.05,Debit,Ipsa illo fugiat sint fugit totam cupiditate.
2574,248,2012-03-04,310982.48,Debit,Eveniet cum iusto laboriosam.
2575,575,2008-02-14,376276.81,Credit,Unde voluptate et tempora.
2576,2587,2020-05-21,257341.28,Debit,Minus expedita neque quia eaque culpa.
2577,3834,2022-12-18,25961.29,Debit,Debitis impedit sed.
2578,3263,2015-03-01,327579.22,Credit,Earum dolore odit nihil minima beatae laborum aut.
2579,1940,2010-05-04,132713.88,Credit,Asperiores mollitia sunt consequuntur numquam dignissimos a.
2580,3506,2017-11-15,2064.31,Credit,Voluptatibus inventore omnis commodi autem.
2581,17,2009-07-04,492169.52,Credit,Ipsam repellat iste molestias saepe.
2582,3237,2021-12-30,88289.07,Debit,Rerum eum quam suscipit perferendis distinctio hic.
2583,2006,2012-05-13,467260.24,Debit,Non nesciunt odit dignissimos voluptate aperiam sunt.
2584,4837,2001-08-22,260091.12,Credit,Et quasi assumenda.
2585,3310,2005-09-19,119339.68,Credit,Incidunt tenetur ut ullam sunt enim unde.
2586,2946,2002-11-15,57743.81,Debit,Voluptatibus veritatis repellat quisquam nihil.
2587,4157,2009-11-12,247763.58,Debit,Ut minima repudiandae dignissimos.
2588,2867,2013-07-01,357084.77,Credit,Neque ab doloribus illo iste laborum.
2589,4234,2008-05-27,484990.58,Debit,Nemo quam dolor pariatur quidem.
2590,42,2021-10-25,6287.2,Credit,Eius tempora nostrum amet doloribus nesciunt at.
2591,1518,2006-01-05,323716.46,Credit,Velit quam omnis unde.
2592,3305,2016-12-06,237923.64,Credit,Iure exercitationem nobis ducimus ipsum.
2593,1617,2003-01-05,199569.95,Debit,Ipsam eum ratione laborum unde.
2594,4155,2015-06-14,2178.18,Credit,Pariatur molestias rerum praesentium.
2595,729,2021-06-05,104918.18,Debit,Adipisci quis corporis impedit sit dolorem nulla.
2596,4497,2015-04-09,94840.21,Credit,In unde laudantium omnis fugit accusamus.
2597,989,2006-09-24,472707.31,Debit,Ipsam modi reiciendis ullam sapiente officiis eligendi.
2598,3502,2003-03-29,409354.88,Credit,Ratione doloribus tempora corporis.
2599,2876,2004-06-04,274690.03,Credit,Illo autem totam alias.
2600,4288,2002-11-03,36071.95,Debit,Deserunt perferendis quis.
2601,4937,2009-05-05,160479.27,Credit,Ex ex natus.
2602,3651,2007-10-12,358825.29,Credit,Dolores optio expedita provident.
2603,2771,2023-05-29,250680.43,Credit,Nobis sunt excepturi perferendis.
2604,1028,2018-06-03,270715.25,Debit,Tenetur tempora quis.
2605,2420,2022-03-12,157816.42,Credit,Explicabo illum sequi debitis dolores.
2606,3347,2022-03-12,429765.57,Credit,Commodi voluptas provident illum expedita quam.
2607,3024,2005-10-30,13352.42,Debit,Deleniti aliquam cumque cumque distinctio.
2608,3570,2004-06-11,492251.65,Credit,Beatae ex eos mollitia eum et perspiciatis praesentium.
2609,259,2013-10-11,436159.06,Debit,Consequuntur omnis est excepturi dignissimos minus natus.
2610,3070,2025-08-27,364615.29,Debit,Eveniet odit deleniti.
2611,2317,2010-04-25,456122.76,Debit,Hic accusamus laudantium mollitia.
2612,4237,2005-06-17,386414.56,Debit,Sunt soluta reiciendis enim voluptates totam officia doloribus.
2613,3240,2010-08-23,157084.86,Credit,Aspernatur quaerat ipsa ut hic tenetur ipsa.
2614,4515,2006-09-27,479613.98,Debit,Officia mollitia at occaecati deleniti occaecati.
2615,2825,2011-06-08,298362.05,Debit,Ducimus veritatis mollitia laborum rerum dicta.
2616,4733,2020-08-11,413108.36,Debit,Molestias occaecati ratione iusto.
2617,1412,2000-08-05,388559.79,Credit,Porro architecto rem.
2618,1441,2012-07-17,295453.09,Credit,Quia temporibus fuga beatae deserunt.
2619,2358,2011-06-19,380040.32,Credit,Incidunt aliquid dolorum sed quia ducimus autem iure.
2620,1347,2024-03-04,446449.79,Credit,Ipsam eaque totam placeat dolores non.
2621,1434,2002-08-28,122768.19,Debit,Eligendi deleniti commodi voluptas sunt.
2622,1977,2005-09-02,498282.85,Credit,Fugit consequuntur doloribus dolore.
2623,865,2010-03-09,286624.72,Credit,Voluptatem in at odio fuga sunt.
2624,2489,2000-01-20,308327.45,Credit,Tempore fugit velit doloribus et.
2625,132,2014-04-11,392645.98,Credit,Ullam fuga officiis quas laudantium ad corporis.
2626,810,2009-07-22,403328.82,Debit,Velit ex fuga officiis in eaque ducimus sed.
2627,1470,2009-02-26,205236.22,Credit,Autem nam consequatur sed a optio neque.
2628,4813,2004-11-29,483572.39,Credit,Expedita vitae commodi quos praesentium quis enim.
2629,2429,2002-12-10,30005.76,Credit,Excepturi provident tempora.
2630,2583,2025-12-13,107114.32,Credit,Corporis tempore corporis quidem minus totam.
2631,1529,2000-05-24,429742.92,Debit,Perferendis assumenda ipsa voluptas ad.
2632,4261,2002-04-27,461264.14,Debit,Placeat a ut.
2633,2462,2017-11-15,449664.35,Debit,Ea aspernatur delectus.
2634,3245,2009-11-02,35458.83,Debit,Dicta molestiae officia a.
2635,4637,2019-04-25,39279.61,Debit,Dicta suscipit vero doloremque fugit.
2636,4018,2023-09-24,97409.11,Credit,Aperiam occaecati possimus adipisci animi.
2637,3539,2017-06-22,99184.89,Debit,Harum architecto quos iure.
2638,822,2001-07-24,309370.57,Debit,Ipsam vitae velit occaecati nostrum consectetur similique nam.
2639,4731,2007-12-26,56688.35,Credit,Quidem earum voluptas vitae consectetur quas error eos.
2640,3515,2025-07-23,395757.23,Credit,Facilis fuga molestias maiores consequatur aliquid.
2641,4901,2005-05-09,460202.15,Credit,Incidunt sit voluptatum eius cumque.
2642,4003,2000-04-03,348753.82,Credit,Odio totam nam ipsum aliquid.
2643,650,2005-11-09,157863.37,Credit,Vel occaecati aspernatur.
2644,560,2021-10-05,112870.03,Debit,Nisi in ipsa eaque.
2645,1015,2011-02-12,105096.9,Credit,Autem maxime sequi facere nemo animi pariatur.
2646,1903,2003-02-19,289055.34,Credit,Itaque ex consequuntur voluptatem provident.
2647,2379,2005-05-01,332871.58,Credit,Quasi quia numquam dolor velit officia minima.
2648,4172,2005-04-26,332128.97,Debit,Quis magnam pariatur perspiciatis doloribus.
2649,3151,2010-07-07,199196.65,Credit,Ut sapiente consequuntur eligendi.
2650,795,2014-02-10,191411.62,Debit,Tenetur blanditiis repellat.
2651,3237,2012-08-20,8862.06,Credit,Deleniti quasi possimus sint ullam officia culpa deleniti.
2652,4300,2022-10-11,111408.18,Credit,Alias quisquam doloremque officiis magnam.
2653,2033,2022-06-19,1509.3,Debit,Eaque repellat voluptatem architecto illum.
2654,2161,2020-07-02,214339.04,Credit,Modi necessitatibus voluptates.
2655,595,2009-10-22,369962.93,Debit,Nostrum voluptates quia consequatur consectetur.
2656,2442,2010-04-05,143955.19,Debit,Esse ab tempora incidunt maxime dolorem aut.
2657,3601,2024-05-09,95287.86,Credit,Odit expedita ducimus voluptatibus occaecati temporibus.
2658,3339,2000-09-08,116319.87,Credit,Deleniti unde explicabo commodi similique porro esse.
2659,3891,2009-12-04,223145.54,Debit,Nemo sit voluptas distinctio.
2660,4021,2008-07-13,264110.13,Credit,Voluptatum maxime nemo.
2661,2630,2024-10-19,191061.26,Credit,Reiciendis vitae ad voluptatum.
2662,4953,2025-10-01,258017.51,Debit,Nihil eligendi ut perferendis debitis tempore vel.
2663,804,2020-01-27,224127.0,Debit,Ipsam facere quisquam facilis aliquid expedita.
2664,2831,2023-05-22,442829.94,Credit,Quaerat ratione pariatur necessitatibus quidem aperiam.
2665,1265,2009-02-23,229916.85,Credit,Commodi illo animi in quis perferendis.
2666,3002,2000-12-10,491874.79,Debit,Quia molestias quibusdam eligendi incidunt qui ut repellendus.
2667,4782,2011-01-06,230164.49,Credit,Iste doloribus vitae exercitationem.
2668,1202,2001-10-07,41244.88,Debit,Delectus eos cum officiis.
2669,2514,2001-07-19,9891.83,Credit,Ea veritatis omnis labore.
2670,3821,2008-11-07,308428.27,Debit,Dolore cupiditate animi corporis quod.
2671,1742,2014-11-14,52456.8,Debit,Quae aspernatur labore illum.
2672,4986,2015-05-14,74024.11,Credit,Tempore porro iste similique distinctio ad repellendus.
2673,4148,2012-12-13,441749.11,Debit,Quam nam sunt officia.
2674,4578,2019-06-13,490948.44,Debit,Porro ipsum sequi consequatur alias.
2675,4474,2025-05-22,374770.21,Credit,Vitae commodi voluptates nihil numquam impedit.
2676,3201,2004-09-21,302305.54,Credit,Corporis magni voluptas quibusdam dignissimos excepturi id.
2677,2610,2015-02-28,110394.3,Credit,Quidem minima ab ducimus tempora occaecati molestiae ex.
2678,789,2022-05-21,222886.97,Credit,Dolore fugit aut ipsum.
2679,4526,2017-05-20,415122.73,Debit,Minima repellendus tempora eos rerum quibusdam.
2680,4483,2000-03-17,125326.4,Debit,Molestias quis sit ipsa.
2681,4241,2020-08-04,86472.16,Debit,At dolor ex laudantium vel.
2682,2854,2023-06-10,430103.1,Debit,Nisi aliquid autem quam.
2683,2384,2020-06-25,284242.31,Debit,Eaque animi pariatur asperiores fugit laboriosam a.
2684,4190,2017-05-12,183999.0,Debit,Ipsum velit sequi optio itaque beatae porro.
2685,1932,2007-06-25,112515.91,Debit,Consectetur optio eligendi voluptatibus numquam.
2686,614,2017-03-25,280084.0,Debit,Provident aspernatur labore quam.
2687,3318,2000-08-29,303935.47,Debit,Vero consequatur assumenda voluptas.
2688,2891,2010-03-08,273855.04,Credit,Perferendis quis aspernatur molestias asperiores error.
2689,3085,2024-11-29,9885.2,Credit,Neque porro pariatur eius molestiae provident.
2690,1972,2004-10-25,60230.2,Credit,Sint voluptatibus necessitatibus reprehenderit.
2691,908,2024-06-19,353009.82,Credit,Odio a molestias autem animi.
2692,41,2020-09-21,449987.07,Debit,Modi quo recusandae neque odit.
2693,3168,2001-11-07,473983.93,Debit,Repudiandae iure aut.
2694,4872,2020-01-17,379632.9,Credit,Maiores quas quae rerum perspiciatis.
2695,1024,2002-12-27,43169.15,Debit,Similique voluptate totam eos reiciendis harum.
2696,2385,2020-05-11,399058.45,Credit,Reiciendis cumque laboriosam natus commodi quisquam.
2697,4924,2013-08-18,329838.85,Debit,Doloribus mollitia delectus eaque deleniti sed incidunt.
2698,4747,2014-08-07,114227.91,Credit,Reiciendis eaque error vel assumenda.
2699,1863,2002-10-20,382546.35,Debit,Est explicabo eaque magni maiores rem dolor quo.
2700,2140,2015-03-24,269915.0,Credit,Vero iusto reiciendis labore nisi et numquam.
2701,4540,2011-05-05,244770.85,Debit,Voluptate sequi aliquid neque assumenda magnam.
2702,417,2014-12-01,290588.99,Credit,Laudantium nisi veritatis ex.
2703,2912,2020-05-14,179100.08,Debit,Incidunt aspernatur reiciendis totam id deleniti magni provident.
2704,1026,2017-10-14,144425.04,Debit,Distinctio necessitatibus est distinctio dolorem.
2705,1008,2014-04-08,39238.13,Debit,Ratione cupiditate id totam vero atque laudantium.
2706,1057,2009-03-27,280835.24,Credit,Eos atque velit in aliquid voluptatum dolorum.
2707,3721,2016-06-14,352441.81,Debit,Quos quas asperiores eum nesciunt natus dignissimos.
2708,1039,2008-07-14,466930.44,Credit,Sit sapiente nihil ullam nostrum dicta.
2709,3770,2015-12-11,377224.8,Debit,Error reiciendis magni inventore aperiam corrupti.
2710,4243,2012-07-25,496392.59,Credit,Sit asperiores sequi earum officiis quis officiis.
2711,1859,2018-04-23,140141.36,Debit,Animi quisquam labore est ullam perspiciatis.
2712,3617,2011-01-01,182780.16,Debit,Ducimus omnis non facilis dolorem.
2713,1319,2017-02-27,322814.95,Credit,Saepe commodi et placeat.
2714,3774,2010-05-08,144472.34,Debit,Non ab mollitia ullam cupiditate.
2715,1090,2021-12-09,316848.75,Credit,Dignissimos vitae illo sed doloremque cupiditate.
2716,4532,2016-09-05,350534.96,Credit,Officiis mollitia ex saepe eveniet illum.
2717,1172,2003-05-04,135123.68,Debit,Illum nesciunt atque.
2718,2847,2013-12-26,101564.4,Debit,Dolorum tempora illo minus.
2719,1029,2017-07-13,166905.42,Debit,Nihil at eos sunt dolorem.
2720,2299,2015-12-31,263597.55,Debit,Ea fuga maiores fuga labore.
2721,3670,2010-09-20,261808.31,Credit,Error nostrum non illo.
2722,725,2012-05-09,398570.92,Debit,Similique eum dignissimos.
2723,3435,2018-07-04,480161.05,Debit,Voluptatum illum perspiciatis consectetur iusto facere repudiandae.
2724,1189,2009-12-20,103156.58,Credit,Ad commodi quis rerum necessitatibus.
2725,3805,2018-12-24,351856.64,Credit,Totam repudiandae similique aliquid blanditiis.
2726,4498,2012-05-04,435387.0,Debit,Quibusdam veritatis quasi nostrum temporibus cum rerum.
2727,3506,2025-05-18,8188.54,Debit,Fuga numquam totam occaecati animi totam explicabo aliquam.
2728,124,2024-12-04,440430.65,Debit,Inventore ut perferendis autem.
2729,1356,2016-08-31,172549.54,Debit,Quod aspernatur et dolor hic.
2730,2911,2023-10-08,306505.34,Debit,Iure dolores architecto harum dicta assumenda occaecati illum.
2731,1554,2025-11-13,3505.14,Debit,Hic eaque temporibus culpa.
2732,1232,2010-02-03,334520.05,Debit,Laboriosam reprehenderit non atque quos laudantium corporis ad.
2733,2636,2023-11-28,441701.13,Debit,Animi repellat natus est excepturi et.
2734,1290,2009-03-16,156275.81,Debit,Suscipit magni laborum exercitationem.
2735,3125,2006-06-25,306580.47,Credit,Quo voluptate cum animi asperiores temporibus nesciunt.
2736,800,2021-01-20,358703.26,Credit,Consectetur repudiandae repudiandae repellat.
2737,1592,2025-07-28,336467.4,Debit,Iure eius distinctio dolore perferendis adipisci consequatur.
2738,937,2013-01-23,127939.91,Debit,Distinctio quae architecto.
2739,929,2004-10-21,101964.88,Debit,Cumque voluptatum harum nesciunt perspiciatis omnis voluptate.
2740,3012,2004-03-18,83426.07,Credit,Saepe voluptatem nisi.
2741,2880,2006-02-17,357266.0,Credit,Aliquid ab libero alias.
2742,1704,2011-04-02,143366.66,Debit,Sapiente similique labore numquam.
2743,4572,2004-01-26,499172.85,Credit,Itaque deserunt maxime perferendis temporibus aperiam fugit.
2744,1308,2009-05-18,387273.99,Credit,Laborum ipsa pariatur dolorem.
2745,2636,2003-11-16,112281.0,Credit,Repudiandae ipsa hic repellendus odio consequatur.
2746,1884,2007-04-12,469531.66,Debit,Officia delectus occaecati similique ullam voluptatibus.
2747,2474,2012-02-11,408532.38,Debit,Officia reprehenderit odit at distinctio velit eveniet.
2748,1388,2023-01-17,306931.94,Debit,Ut deleniti esse.
2749,1930,2021-11-24,164877.19,Debit,Porro dolorum adipisci dolores fugit.
2750,2210,2025-07-17,183056.48,Credit,Quae odio ipsum aut cupiditate.
2751,4970,2007-06-23,35375.25,Debit,Alias aperiam error temporibus repudiandae possimus perferendis.
2752,1889,2012-08-22,279321.75,Debit,Repellendus harum neque quam.
2753,512,2001-06-11,18607.5,Debit,Esse nobis asperiores incidunt eveniet incidunt necessitatibus.
2754,1015,2014-07-02,48661.44,Credit,Culpa cum quaerat placeat beatae cum.
2755,3572,2011-07-02,195235.55,Credit,Sit eos possimus voluptatem.
2756,2942,2010-10-03,399708.36,Credit,Accusamus ducimus vel officiis impedit suscipit.
2757,728,2010-06-17,131249.42,Debit,Quam natus accusantium similique.
2758,3107,2003-07-19,281626.75,Debit,Totam adipisci deleniti facilis.
2759,4828,2014-11-14,6786.5,Credit,Quaerat illo quia porro quo ea.
2760,1035,2004-09-24,463639.25,Credit,Iusto aliquam explicabo iste repellat dolor dolorum.
2761,3803,2021-12-07,485554.2,Credit,Facere aspernatur veritatis nesciunt corrupti quidem.
2762,1696,2015-11-09,319783.44,Debit,Rerum cum ipsam consequatur.
2763,3899,2025-06-22,120911.83,Credit,Odio magni reiciendis magni minus sequi voluptates.
2764,1487,2007-07-29,404740.75,Debit,Voluptate maxime ratione unde veniam magni sit.
2765,4183,2003-12-25,65033.28,Credit,Nihil consequuntur rem a.
2766,1747,2025-01-15,433815.7,Debit,Occaecati recusandae facere aliquid.
2767,3837,2000-12-03,427575.99,Debit,Suscipit nihil maiores neque.
2768,487,2022-11-21,136969.54,Debit,Ipsum ipsa unde velit asperiores.
2769,4738,2016-10-01,484328.41,Credit,Consequuntur rem illo dolorem libero.
2770,4730,2006-01-21,440521.21,Debit,Voluptates nihil ipsa ullam voluptatibus.
2771,4617,2022-06-25,111669.09,Debit,Inventore tempora excepturi fuga sit quas.
2772,998,2006-06-01,383765.11,Debit,Id saepe aliquam dolor distinctio.
2773,1740,2008-09-08,333578.98,Credit,Praesentium fugiat saepe tempora voluptas perferendis beatae optio.
2774,1269,2018-04-07,96970.07,Debit,Repellendus consectetur quod dolorum.
2775,4385,2024-11-24,443745.79,Debit,Voluptatibus veritatis debitis voluptate nihil itaque officiis consequuntur.
2776,2790,2001-07-08,202640.93,Debit,Ea magnam nam porro minus.
2777,3920,2002-10-26,489128.83,Credit,Sapiente quos laboriosam esse sequi quod deserunt distinctio.
2778,1050,2000-06-19,156790.76,Debit,Soluta incidunt similique molestiae.
2779,3324,2022-03-03,484023.32,Credit,Molestiae hic delectus sed quaerat.
2780,2688,2021-07-28,221209.86,Credit,Asperiores mollitia natus molestiae.
2781,3415,2003-09-11,446634.34,Debit,Nulla aspernatur enim hic.
2782,3705,2011-11-08,402339.73,Credit,Deserunt aspernatur nisi ratione expedita quidem nihil maiores.
2783,4111,2007-01-10,326059.56,Debit,Earum culpa assumenda architecto officia.
2784,122,2001-01-26,134289.94,Debit,Unde illum expedita hic suscipit.
2785,4900,2014-06-20,135075.25,Credit,Sapiente autem eos consectetur.
2786,428,2002-01-18,123096.14,Debit,Officiis ipsam libero odit voluptates laudantium.
2787,3063,2005-01-03,85514.54,Debit,Repellendus officia ut aperiam consectetur laudantium quae.
2788,2106,2025-07-03,220481.25,Debit,Eligendi facilis nesciunt laudantium pariatur aut.
2789,4310,2001-09-28,207894.25,Debit,Fugiat nihil asperiores dolore.
2790,4182,2021-03-24,259849.2,Debit,Labore voluptatum iure magni nihil maxime.
2791,2692,2019-05-15,308913.76,Credit,Doloremque nisi distinctio magni dolor beatae.
2792,4610,2019-07-18,445067.44,Credit,Numquam assumenda expedita laudantium.
2793,394,2013-08-21,476037.08,Debit,Asperiores voluptates expedita voluptas optio veniam.
2794,3885,2011-09-10,3681.5,Debit,Dignissimos cupiditate accusantium quas esse odit eveniet expedita.
2795,2848,2015-06-04,309101.75,Debit,Odit est fuga.
2796,2156,2020-06-11,16686.59,Credit,Quos odit porro dolorem laudantium expedita expedita.
2797,4408,2015-08-21,457797.86,Credit,Magnam occaecati officia.
2798,4119,2023-05-07,321471.38,Debit,In quaerat molestias.
2799,1185,2004-02-28,190255.93,Debit,Porro quia tempore suscipit sequi natus.
2800,2486,2023-08-15,428624.15,Debit,Eos occaecati itaque dolor at reiciendis veniam.
2801,2771,2009-07-30,14066.58,Debit,Iure ad iure aperiam consectetur.
2802,2198,2017-04-16,408133.63,Debit,Rem quasi cupiditate architecto neque.
2803,607,2003-12-08,126495.91,Debit,Porro explicabo dolor velit nesciunt quaerat quas.
2804,233,2004-08-06,301237.22,Credit,Nobis laboriosam ut est pariatur corrupti recusandae.
2805,605,2022-11-15,285806.41,Debit,Hic deserunt ipsa iusto laboriosam a autem veniam.
2806,3851,2005-10-27,71280.97,Credit,Illum odit nulla minus voluptates.
2807,2891,2017-08-24,80164.02,Credit,Iure repudiandae asperiores sit dolorem assumenda.
2808,4642,2000-02-19,410634.07,Debit,Explicabo temporibus in esse dolores.
2809,1898,2010-03-24,39787.25,Credit,Cumque voluptatum aut illum illo architecto.
2810,4424,2014-04-24,177850.78,Credit,Expedita praesentium aliquam commodi.
2811,1558,2014-05-14,267520.17,Credit,Ullam deleniti beatae.
2812,919,2025-09-08,386691.0,Credit,Quibusdam mollitia maiores quia excepturi sunt.
2813,678,2013-12-26,5629.03,Debit,Veniam autem id harum sapiente explicabo doloremque.
2814,321,2022-08-04,166879.92,Credit,Culpa laborum nisi quisquam sit enim provident voluptatibus.
2815,4131,2001-09-03,45465.39,Debit,Aperiam aliquid aliquid quisquam praesentium quia dolor.
