AccountID,CustomerID,AccountType,BranchID,Balance,OpenedDate
2445,4734,Savings,47,899801.56,2018-07-29
2446,4866,Savings,78,552293.12,2015-04-10
2447,3039,Fixed Deposit,82,357206.0,2015-03-08
2448,361,Savings,67,53211.28,2010-10-18
2449,4877,Current,74,297441.94,2007-09-28
2450,662,Current,88,422903.14,2019-05-05
2451,307,Fixed Deposit,31,956255.8,2020-02-03
2452,1905,Fixed Deposit,59,88658.23,2009-03-20
2453,4961,Recurring Deposit,11,157079.61,2008-01-11
2454,2270,Fixed Deposit,62,329863.34,2008-01-15
2455,2723,Savings,30,801131.56,2005-12-09
2456,4778,Fixed Deposit,80,905835.07,2024-11-11
2457,1179,Fixed Deposit,98,922220.07,2003-05-08
2458,1653,Current,93,127097.92,2007-11-13
2459,540,Fixed Deposit,59,503599.95,2016-09-09
2460,415,Savings,94,361878.48,2020-07-24
2461,2134,Current,6,93740.72,2001-07-09
2462,2881,Current,33,392085.51,2004-04-14
2463,4607,Fixed Deposit,22,524692.9,2001-08-08
2464,4330,Recurring Deposit,63,629502.1,2014-04-07
2465,2617,Savings,10,483530.86,2000-11-08
2466,193,Recurring Deposit,90,861288.91,2014-12-09
2467,4404,Current,64,131838.1,2014-04-04
2468,453,Fixed Deposit,62,751673.51,2009-12-03
2469,975,Fixed Deposit,90,380163.83,2003-11-14
2470,73,Current,55,919715.85,2002-05-12
2471,4895,Recurring Deposit,53,767680.82,2018-07-14
2472,4081,Recurring Deposit,47,239612.97,2010-12-17
2473,3101,Savings,36,156932.64,2000-09-17
2474,1451,Fixed Deposit,7,105315.78,2021-05-25
2475,824,Fixed Deposit,70,932374.51,2012-12-26
2476,2239,Savings,90,854848.88,2018-11-09
2477,3798,Savings,87,630043.78,2000-11-28
2478,4938,Recurring Deposit,21,276276.73,2025-04-19
2479,3377,Fixed Deposit,87,887741.86,2013-02-09
2480,1236,Savings,25,887733.7,2004-12-10
2481,4974,Recurring Deposit,88,143256.94,2017-04-12
2482,782,Fixed Deposit,73,572082.73,2017-09-28
2483,4412,Savings,49,180330.77,2004-03-19
2484,4782,Fixed Deposit,24,635346.62,2001-01-02
2485,449,Fixed Deposit,99,602057.24,2020-10-08
2486,1106,Recurring Deposit,13,516241.69,2013-09-06
2487,1089,Fixed Deposit,3,698210.08,2006-01-14
2488,1042,Fixed Deposit,11,223190.87,2013-12-04
2489,1693,Savings,35,888836.21,2025-08-28
2490,1944,Fixed Deposit,68,907038.32,2017-11-14
2491,1869,Fixed Deposit,11,302783.46,2015-08-25
2492,1540,Recurring Deposit,2,786016.67,2008-04-30
2493,1686,Fixed Deposit,98,740332.52,2018-06-07
2494,3036,Current,67,148825.87,2005-03-17
2495,917,Savings,71,930944.26,2006-01-23
2496,722,Savings,85,23312.31,2009-03-10
2497,1821,Recurring Deposit,26,282062.09,2001-04-05
2498,842,Current,52,845213.82,2025-07-10
2499,1501,Fixed Deposit,37,883498.18,2022-03-20
2500,4646,Current,52,265592.49,2017-03-19
2501,1832,Fixed Deposit,33,320319.23,2013-12-02
2502,1245,Current,16,2346.92,2012-06-05
2503,3134,Recurring Deposit,4,906010.89,2001-06-07
2504,829,Savings,60,930206.99,2015-10-22
2505,2410,Current,71,298745.57,2018-05-10
2506,3672,Savings,31,448258.13,2004-03-06
2507,2711,Savings,96,546059.2,2011-06-15
2508,4678,Savings,31,50250.73,2001-06-07
2509,2987,Fixed Deposit,90,840473.81,2012-06-23
2510,1427,Savings,42,658571.22,2007-09-01
2511,2340,Savings,84,462753.03,2005-03-28
2512,1318,Savings,15,438991.83,2004-12-15
2513,593,Recurring Deposit,21,86327.07,2008-07-28
2514,1386,Recurring Deposit,24,472584.0,2000-08-16
2515,2492,Current,41,681595.19,2007-09-09
2516,4012,Fixed Deposit,84,297145.14,2025-09-17
2517,3153,Fixed Deposit,72,584197.84,2012-07-06
2518,4160,Recurring Deposit,82,555730.42,2021-04-20
2519,807,Fixed Deposit,91,785859.89,2020-09-19
2520,3314,Savings,10,737099.85,2019-11-02
2521,2976,Current,32,379805.5,2022-03-24
2522,4083,Current,50,745838.74,2013-10-19
2523,4377,Current,91,680418.61,2020-04-13
2524,4757,Current,91,437183.37,2015-03-27
2525,3562,Fixed Deposit,34,230794.31,2004-12-19
2526,2137,Savings,67,840127.16,2015-05-23
2527,3239,Fixed Deposit,1,408555.85,2007-09-15
2528,2317,Savings,37,341808.4,2010-06-08
2529,4056,Recurring Deposit,80,239747.99,2023-11-18
2530,2297,Current,65,304220.93,2010-04-06
2531,2289,Savings,9,397184.04,2017-02-13
2532,3910,Current,9,171281.82,2021-01-22
2533,2021,Fixed Deposit,49,815597.18,2021-03-21
2534,2221,Recurring Deposit,97,204251.92,2016-05-12
2535,2762,Recurring Deposit,69,151391.82,2018-06-17
2536,180,Fixed Deposit,72,608339.05,2015-04-06
2537,2942,Savings,85,925744.14,2008-09-07
2538,2849,Savings,89,60292.74,2011-05-27
2539,3333,Savings,67,428565.61,2007-07-11
2540,2601,Savings,9,527592.45,2021-10-20
2541,756,Savings,63,352649.0,2009-10-29
2542,269,Recurring Deposit,49,356362.88,2006-09-06
2543,2349,Recurring Deposit,38,493569.8,2020-03-22
2544,2364,Current,98,29537.52,2017-06-12
2545,2925,Savings,92,147066.81,2013-01-14
2546,2397,Current,82,354624.54,2008-12-04
2547,3319,Fixed Deposit,29,627880.84,2005-08-17
2548,829,Savings,81,752743.56,2003-05-12
2549,225,Savings,75,290589.97,2015-02-10
2550,1210,Recurring Deposit,10,468706.87,2004-12-24
2551,3991,Current,68,588956.17,2009-07-31
2552,2037,Current,38,296860.39,2009-02-28
2553,4373,Recurring Deposit,88,337331.74,2024-10-14
2554,4628,Savings,36,919472.28,2023-10-03
2555,68,Fixed Deposit,7,599835.51,2003-10-09
2556,1207,Recurring Deposit,58,292447.27,2003-06-24
2557,2079,Recurring Deposit,29,638811.51,2010-03-16
2558,192,Recurring Deposit,24,885750.53,2016-12-06
2559,422,Savings,54,363421.66,2010-02-07
2560,4677,Current,30,42002.47,2000-01-11
2561,4576,Fixed Deposit,33,343340.41,2015-11-08
2562,4041,Savings,96,920099.83,2002-11-12
2563,2514,Current,64,583852.31,2008-06-29
2564,4413,Current,58,145615.37,2007-02-27
2565,3645,Recurring Deposit,1,457196.66,2024-08-04
2566,38,Savings,60,944733.34,2010-12-26
2567,4489,Recurring Deposit,93,77173.36,2018-10-06
2568,3326,Current,78,550690.72,2012-04-27
2569,2060,Recurring Deposit,56,796859.28,2010-12-20
2570,4382,Current,61,198077.26,2002-01-23
2571,987,Savings,4,915270.65,2013-01-29
2572,4517,Recurring Deposit,56,478240.84,2020-03-02
2573,4714,Fixed Deposit,100,859710.89,2009-05-04
2574,2005,Savings,92,726388.18,2021-01-22
2575,72,Current,78,515140.19,2011-10-21
2576,1736,Current,9,851959.7,2003-02-01
2577,3293,Savings,23,397771.39,2014-08-03
2578,3496,Fixed Deposit,27,170368.85,2001-01-26
2579,2830,Savings,84,596702.82,2000-12-16
2580,613,Recurring Deposit,21,768252.78,2005-01-10
2581,370,Fixed Deposit,14,941906.24,2018-01-10
2582,423,Current,15,786821.98,2011-01-03
2583,345,Current,93,888501.21,2007-09-24
2584,4558,Current,90,757642.53,2009-03-30
2585,4828,Current,17,192148.01,2011-07-12
2586,1005,Fixed Deposit,100,897804.54,2016-11-16
2587,3949,Savings,25,543606.97,2004-04-10
2588,1897,Fixed Deposit,48,233634.44,2020-02-09
2589,2565,Current,88,250564.06,2002-05-16
2590,828,Savings,58,36329.73,2023-07-15
2591,4264,Savings,21,890060.77,2005-01-26
2592,4070,Fixed Deposit,29,599332.07,2023-10-21
2593,4786,Recurring Deposit,60,972802.25,2005-04-09
2594,154,Fixed Deposit,60,381052.43,2010-08-20
2595,4443,Recurring Deposit,34,134948.22,2006-12-17
2596,2904,Fixed Deposit,6,205991.25,2016-05-23
2597,2732,Savings,55,343355.26,2004-02-05
2598,4044,Recurring Deposit,25,594080.3,2000-05-05
2599,2359,Savings,68,59498.17,2007-06-15
2600,2532,Current,69,90697.94,2012-06-15
2601,3475,Recurring Deposit,69,949085.51,2010-05-17
2602,1853,Fixed Deposit,50,76637.24,2008-11-29
2603,3915,Recurring Deposit,3,485007.65,2009-11-24
2604,3228,Fixed Deposit,41,350413.05,2014-03-24
2605,2760,Savings,38,232284.23,2017-06-01
2606,422,Savings,74,228196.11,2007-02-07
2607,2640,Recurring Deposit,46,58056.73,2001-09-10
2608,3925,Fixed Deposit,75,328424.85,2025-12-05
2609,781,Recurring Deposit,57,458192.58,2005-09-24
2610,3854,Recurring Deposit,37,606154.9,2003-06-09
2611,4374,Current,14,539203.74,2016-05-17
2612,4741,Fixed Deposit,11,833553.06,2006-04-21
2613,4564,Fixed Deposit,29,172486.23,2004-06-21
2614,510,Fixed Deposit,40,613944.82,2004-07-15
2615,737,Current,63,814417.04,2010-12-06
2616,4394,Recurring Deposit,33,861026.17,2025-08-06
2617,4714,Fixed Deposit,53,338639.22,2004-01-25
2618,2529,Savings,39,5622.46,2008-04-19
2619,859,Recurring Deposit,64,116069.78,2001-04-21
2620,4852,Current,37,650482.86,2018-01-01
2621,665,Fixed Deposit,88,755792.14,2020-05-18
2622,1411,Current,29,248565.33,2006-09-16
2623,3957,Recurring Deposit,11,113390.85,2002-09-18
2624,731,Savings,35,950479.6,2021-02-24
2625,1299,Recurring Deposit,36,531343.2,2004-10-24
2626,1634,Current,1,82740.54,2016-01-10
2627,1719,Current,26,238163.98,2021-12-20
2628,1287,Fixed Deposit,31,25000.66,2011-04-17
2629,3063,Recurring Deposit,12,456517.18,2000-08-17
2630,2994,Fixed Deposit,42,957925.8,2015-04-17
2631,374,Current,53,706613.88,2012-10-30
2632,1495,Savings,80,744858.24,2014-08-25
2633,3178,Current,47,535230.73,2020-01-22
2634,2695,Recurring Deposit,22,736231.59,2012-08-25
2635,244,Recurring Deposit,96,321376.05,2018-07-14
2636,2359,Recurring Deposit,8,950865.5,2021-11-06
2637,150,Recurring Deposit,39,608991.52,2007-03-19
2638,903,Fixed Deposit,57,343304.96,2003-11-19
2639,1091,Current,69,457572.96,2018-05-04
2640,1735,Recurring Deposit,46,258067.45,2005-12-31
2641,498,Fixed Deposit,22,265264.33,2000-10-05
2642,4217,Recurring Deposit,42,794992.64,2020-09-28
2643,4765,Savings,34,221895.23,2005-08-20
2644,3093,Savings,22,860918.73,2019-11-01
2645,3383,Current,67,22705.84,2022-12-10
2646,1615,Savings,22,699677.14,2016-01-22
2647,3903,Recurring Deposit,39,508843.61,2014-07-11
2648,116,Savings,61,239353.04,2012-06-11
2649,1644,Current,24,725941.81,2005-08-01
2650,3215,Current,37,373983.9,2023-03-23
2651,487,Recurring Deposit,80,712672.98,2004-04-25
2652,1215,Savings,22,51423.27,2025-10-28
2653,2532,Recurring Deposit,60,545833.51,2003-02-03
2654,912,Recurring Deposit,69,520388.22,2002-09-01
2655,985,Fixed Deposit,47,794165.82,2007-08-15
2656,1786,Savings,20,102398.82,2009-08-14
2657,88,Current,29,177509.03,2015-07-09
2658,1264,Current,76,380340.31,2004-04-02
2659,634,Current,95,259784.48,2013-07-04
2660,497,Savings,11,160011.16,2023-09-24
2661,691,Savings,23,906782.83,2021-02-19
2662,1206,Fixed Deposit,60,101710.48,2014-07-29
2663,2531,Fixed Deposit,77,565426.39,2019-08-27
2664,2457,Current,75,278426.2,2010-07-13
2665,3022,Current,53,31332.85,2001-04-08
2666,2620,Current,93,145452.77,2014-06-19
2667,4422,Current,76,826049.39,2022-02-09
2668,4065,Current,4,366612.18,2013-01-11
2669,3933,Fixed Deposit,92,922988.63,2008-06-07
2670,4167,Recurring Deposit,85,448343.68,2020-02-18
2671,2431,Fixed Deposit,90,816747.82,2014-11-15
2672,3820,Fixed Deposit,51,960692.09,2009-06-16
2673,4699,Fixed Deposit,49,657730.11,2002-10-05
2674,1214,Fixed Deposit,89,852820.78,2010-06-10
2675,449,Savings,82,732839.98,2004-07-20
2676,13,Savings,2,855273.89,2021-03-04
2677,4499,Savings,94,949588.98,2020-02-22
2678,1703,Recurring Deposit,6,375291.8,2011-10-09
2679,828,Current,81,30328.44,2016-08-01
2680,2363,Savings,35,476130.07,2023-05-02
2681,1122,Current,63,265488.84,2003-05-09
2682,394,Recurring Deposit,73,641517.94,2021-12-19
2683,2055,Recurring Deposit,87,245440.15,2023-07-05
2684,3431,Current,17,187224.18,2016-05-04
2685,3338,Recurring Deposit,63,442222.39,2022-12-14
2686,1030,Savings,83,683226.11,2002-06-07
2687,4616,Fixed Deposit,42,640741.13,2007-11-17
2688,190,Fixed Deposit,73,526449.21,2006-12-08
2689,2509,Savings,96,629605.55,2005-12-05
2690,4626,Current,24,493782.28,2021-08-12
2691,3096,Current,93,836907.29,2021-08-22
2692,3639,Savings,43,325421.7,2023-05-26
2693,4300,Recurring Deposit,40,5041.17,2015-01-15
2694,1130,Recurring Deposit,55,76383.27,2007-01-13
2695,3734,Savings,45,811340.16,2021-04-29
2696,3792,Current,49,96116.57,2000-12-18
2697,1757,Savings,34,459750.72,2008-08-17
2698,4018,Current,93,168322.13,2001-04-29
2699,2681,Recurring Deposit,1,676172.94,2024-03-31
2700,2249,Recurring Deposit,19,715103.8,2023-02-22
2701,1667,Recurring Deposit,80,2212.04,2002-02-01
2702,3705,Fixed Deposit,14,953317.76,2013-07-07
2703,2422,Current,81,326421.74,2024-03-29
2704,1316,Savings,23,689995.17,2008-12-02
2705,4252,Current,6,435266.55,2012-07-08
2706,349,Savings,20,857094.44,2002-09-23
2707,1528,Fixed Deposit,10,435104.05,2012-07-08
2708,3267,Current,92,301861.33,2025-09-09
2709,4299,Savings,40,608798.68,2019-06-11
2710,1421,Current,35,319323.99,2001-04-01
2711,707,Recurring Deposit,71,862833.95,2014-10-29
2712,4476,Current,76,173395.44,2013-10-18
2713,2140,Fixed Deposit,4,139589.49,2018-10-13
2714,4225,Current,59,248781.79,2009-08-01
2715,2187,Fixed Deposit,45,152460.46,2004-08-10
2716,4545,Fixed Deposit,16,366785.72,2006-07-30
2717,2300,Recurring Deposit,19,532626.71,2001-07-30
2718,4190,Fixed Deposit,72,824730.13,2011-01-09
2719,2655,Savings,89,847791.54,2005-10-29
2720,676,Savings,68,123359.88,2020-10-25
2721,733,Recurring Deposit,88,591369.78,2020-11-03
2722,306,Current,95,274421.27,2011-09-06
2723,372,Current,91,444060.56,2001-09-17
2724,3073,Recurring Deposit,71,682958.88,2022-05-29
2725,129,Fixed Deposit,46,594734.31,2016-01-25
2726,1708,Savings,41,655069.5,2001-07-26
2727,1147,Recurring Deposit,25,543608.07,2018-03-03
2728,3622,Current,95,781012.6,2007-12-05
2729,2890,Fixed Deposit,28,965109.38,2004-07-23
2730,1184,Current,65,546295.52,2018-07-13
2731,4168,Recurring Deposit,42,3002.43,2020-05-03
2732,3637,Savings,7,999146.41,2017-12-03
2733,1833,Recurring Deposit,5,576264.41,2014-12-25
2734,2638,Savings,12,148247.28,2013-11-19
2735,4469,Recurring Deposit,85,911729.18,2007-07-11
2736,2281,Recurring Deposit,81,168062.73,2019-01-03
2737,3665,Savings,59,613068.21,2018-12-30
2738,1431,Current,72,248030.7,2012-07-05
2739,2003,Current,14,942130.56,2000-10-18
2740,158,Recurring Deposit,46,724167.62,2003-09-04
2741,1932,Savings,51,457029.78,2020-08-23
2742,3455,Recurring Deposit,38,421216.58,2014-08-04
2743,2578,Fixed Deposit,93,2760.02,2013-07-22
2744,3280,Fixed Deposit,13,991087.98,2003-11-11
2745,1542,Savings,97,900656.16,2007-11-25
2746,3440,Fixed Deposit,32,45838.3,2000-10-06
2747,125,Savings,48,352011.97,2023-11-09
2748,3929,Savings,70,36101.41,2001-10-09
2749,3410,Recurring Deposit,19,174819.29,2013-02-16
2750,403,Recurring Deposit,35,757813.16,2014-12-30
2751,1573,Current,60,864269.77,2005-05-31
2752,4977,Current,57,598201.96,2005-10-15
2753,305,Current,1,188167.08,2008-03-17
2754,3512,Current,28,273966.5,2024-01-11
2755,2439,Recurring Deposit,89,554676.72,2000-09-02
2756,4433,Fixed Deposit,17,47358.0,2023-02-16
2757,3656,Current,46,852273.8,2013-05-21
2758,4610,Current,26,99022.57,2007-07-20
2759,219,Recurring Deposit,7,392335.66,2009-11-10
2760,4614,Savings,99,749337.33,2015-07-04
2761,3335,Current,86,278300.79,2009-11-23
2762,4816,Current,14,82035.41,2014-04-18
2763,2897,Fixed Deposit,21,413895.31,2017-09-23
2764,737,Fixed Deposit,40,825645.88,2024-12-24
2765,3649,Recurring Deposit,99,269260.86,2013-10-06
2766,4192,Savings,93,920835.12,2001-04-21
2767,3509,Fixed Deposit,69,82802.11,2018-01-10
2768,4672,Current,69,753876.2,2019-01-30
2769,3323,Savings,67,422521.24,2014-03-01
2770,1410,Recurring Deposit,66,869139.6,2019-06-28
2771,3880,Fixed Deposit,32,368703.5,2005-05-26
2772,4100,Savings,34,989269.33,2012-12-18
2773,4699,Current,74,854155.06,2018-04-06
2774,283,Fixed Deposit,13,707852.4,2018-03-02
2775,1544,Fixed Deposit,8,663220.18,2012-08-14
2776,4585,Fixed Deposit,64,349235.29,2013-12-04
2777,4346,Fixed Deposit,40,846768.3,2008-01-18
2778,4685,Current,10,519107.81,2008-10-22
2779,1096,Savings,45,124413.51,2023-06-19
2780,460,Savings,33,26750.95,2008-10-12
2781,800,Fixed Deposit,43,486380.09,2009-06-13
2782,1925,Recurring Deposit,28,541115.97,2015-04-08
2783,2568,Current,70,119440.52,2025-09-16
2784,1392,Recurring Deposit,22,778215.31,2019-09-26
2785,3553,Current,52,851955.28,2017-04-17
2786,412,Fixed Deposit,10,502540.05,2017-03-08
2787,3797,Savings,15,686495.64,2010-04-06
2788,438,Recurring Deposit,52,942012.37,2008-04-07
2789,9,Fixed Deposit,55,943361.98,2008-10-29
2790,2686,Recurring Deposit,95,621414.13,2021-06-12
2791,4108,Fixed Deposit,42,144663.43,2022-06-21
2792,3096,Recurring Deposit,9,527725.2,2004-05-20
2793,3854,Fixed Deposit,77,89606.98,2010-11-16
2794,886,Fixed Deposit,36,193697.61,2020-02-18
2795,62,Savings,95,56444.96,2024-09-09
2796,442,Savings,53,145867.68,2003-05-08
2797,3454,Recurring Deposit,29,815150.24,2022-03-11
2798,2535,Recurring Deposit,61,73574.1,2025-07-27
2799,390,Recurring Deposit,11,952253.74,2011-12-03
2800,3607,Savings,42,628508.0,2023-03-25
2801,882,Savings,94,466394.1,2017-11-14
2802,4622,Recurring Deposit,93,943171.89,2015-12-23
2803,3242,Current,55,78401.23,2001-04-23
2804,1844,Current,90,788740.64,2016-04-19
2805,2414,Recurring Deposit,88,157966.9,2024-03-24
2806,3435,Fixed Deposit,35,254227.76,2014-08-22
2807,1993,Fixed Deposit,20,635893.02,2019-01-23
2808,3576,Savings,1,161258.57,2001-01-02
2809,4627,Current,23,154077.2,2019-06-06
2810,2767,Recurring Deposit,72,283494.92,2019-02-16
2811,2788,Savings,23,394862.15,2007-03-17
2812,2761,Savings,17,710671.33,2021-04-13
2813,1843,Recurring Deposit,36,808020.07,2018-01-30
2814,608,Savings,20,376019.25,2004-06-05
2815,3424,Recurring Deposit,52,663033.18,2004-01-12
2816,3941,Savings,91,910307.88,2019-09-11
2817,2639,Recurring Deposit,60,401242.14,2016-09-20
2818,498,Fixed Deposit,88,518062.52,2019-01-04
2819,1324,Current,81,759456.49,2010-05-02
2820,3741,Savings,6,738674.52,2000-06-25
2821,4111,Fixed Deposit,64,167868.37,2007-04-04
2822,4621,Savings,15,867372.1,2008-09-01
2823,1864,Savings,18,941878.71,2001-04-01
2824,4399,Fixed Deposit,74,165038.0,2001-12-07
2825,129,Savings,77,615501.58,2017-06-12
2826,624,Savings,35,137335.62,2025-09-22
2827,1121,Recurring Deposit,19,948779.51,2008-07-15
2828,4886,Current,36,751580.65,2019-07-09
2829,1650,Current,45,542877.38,2003-07-18
2830,2050,Current,43,80282.44,2018-04-10
2831,298,Fixed Deposit,16,258381.24,2015-07-15
2832,179,Recurring Deposit,100,291289.86,2006-11-17
2833,2141,Current,29,34974.92,2002-05-21
2834,2863,Current,87,126427.5,2013-02-10
2835,3123,Recurring Deposit,13,948354.35,2015-10-02
2836,4088,Recurring Deposit,25,823451.65,2009-07-06
2837,3723,Savings,75,895420.57,2012-10-21
2838,4766,Savings,61,552458.11,2018-12-08
2839,1262,Current,15,674359.36,2014-05-05
2840,984,Recurring Deposit,97,685324.07,2015-03-11
2841,4441,Current,17,379514.1,2003-07-21
2842,2082,Fixed Deposit,84,114536.61,2022-05-16
2843,1218,Current,68,801425.16,2019-06-28
2844,3559,Current,53,306852.92,2017-02-25
2845,1747,Fixed Deposit,44,737904.16,2009-01-31
2846,1417,Recurring Deposit,14,266491.3,2017-03-17
2847,1528,Savings,46,954208.17,2003-02-07
2848,3547,Current,24,250372.53,2011-02-28
2849,1874,Current,93,899002.78,2019-11-23
2850,1206,Fixed Deposit,17,141635.17,2018-03-13
2851,4905,Recurring Deposit,93,193223.96,2021-07-31
2852,1146,Fixed Deposit,78,885310.5,2012-04-06
2853,3505,Fixed Deposit,74,791641.89,2019-03-07
2854,3466,Current,94,736085.23,2011-02-07
2855,2148,Recurring Deposit,8,931468.65,2018-03-01
2856,1392,Recurring Deposit,56,44583.19,2015-06-06
2857,9,Recurring Deposit,19,38383.33,2011-02-28
2858,3155,Savings,72,933689.58,2004-07-02
2859,1938,Fixed Deposit,62,510006.88,2005-06-17
2860,4511,Fixed Deposit,20,691029.37,2003-04-09
2861,2274,Current,46,216803.95,2012-05-27
2862,3773,Savings,28,75950.28,2023-01-14
2863,1486,Current,5,512824.52,2001-02-16
2864,2507,Recurring Deposit,35,58132.62,2012-08-26
2865,3942,Current,31,278163.74,2007-03-05
2866,940,Savings,29,580962.55,2021-08-04
2867,3330,Fixed Deposit,81,874650.34,2003-05-19
2868,176,Recurring Deposit,36,513771.89,2011-02-04
2869,4751,Recurring Deposit,45,775275.34,2018-03-16
2870,3289,Current,93,571616.61,2009-10-17
2871,2077,Recurring Deposit,4,466933.03,2025-08-24
2872,1386,Savings,95,64205.63,2016-07-26
2873,3449,Current,9,514850.75,2016-08-07
2874,338,Current,57,974626.47,2020-09-09
2875,4563,Recurring Deposit,50,695692.5,2003-02-04
2876,1152,Savings,29,771999.43,2011-12-20
2877,2453,Current,78,163829.27,2003-11-29
2878,1747,Recurring Deposit,64,913692.82,2017-06-27
2879,4063,Current,100,396149.82,2016-06-30
2880,3138,Current,29,747740.13,2021-05-28
2881,1386,Savings,33,252725.11,2023-04-17
2882,1837,Recurring Deposit,75,968574.32,2004-05-02
2883,1811,Savings,78,850386.01,2018-06-24
2884,3906,Recurring Deposit,59,805878.29,2023-04-10
2885,2865,Recurring Deposit,45,660365.8,2010-02-26
2886,2975,Fixed Deposit,79,124063.51,2025-10-26
2887,1321,Fixed Deposit,28,888229.01,2010-02-26
2888,2586,Savings,80,964331.57,2002-02-05
2889,3474,Recurring Deposit,84,515135.08,2014-09-28
2890,3199,Savings,78,515502.61,2025-04-09
2891,404,Savings,94,176272.02,2002-05-19
2892,89,Current,1,333468.33,2009-08-08
2893,95,Current,26,50069.48,2010-01-25
2894,2185,Current,84,128264.04,2010-12-28
2895,4006,Recurring Deposit,67,632699.29,2012-04-10
2896,3562,Current,48,34637.11,2016-10-07
2897,1831,Savings,70,37571.14,2009-04-28
2898,4430,Recurring Deposit,2,92292.53,2011-05-08
2899,3298,Current,29,990670.74,2019-07-31
2900,865,Current,56,384699.24,2025-10-26
2901,2379,Recurring Deposit,62,495558.92,2006-02-07
2902,2452,Savings,15,71356.87,2017-12-11
2903,1825,Current,82,695615.61,2024-03-25
2904,171,Current,68,652848.09,2011-11-27
2905,4745,Recurring Deposit,4,252530.14,2012-04-14
2906,1775,Current,44,36705.29,2023-12-15
2907,674,Current,70,183239.02,2016-04-14
2908,385,Current,12,396404.57,2017-06-26
2909,3307,Fixed Deposit,93,640457.74,2024-03-19
2910,3153,Fixed Deposit,65,485462.91,2003-03-17
2911,3197,Savings,51,365022.41,2003-06-10
2912,121,Recurring Deposit,99,823740.17,2009-12-29
2913,4704,Recurring Deposit,99,986774.51,2022-10-09
2914,154,Savings,12,688145.25,2000-03-18
2915,1730,Fixed Deposit,68,665299.17,2012-02-10
2916,2101,Current,42,514184.19,2012-11-19
2917,3501,Savings,54,933134.78,2004-08-06
2918,2570,Current,72,968326.71,2004-04-05
2919,2951,Current,51,696771.52,2023-08-30
2920,184,Current,61,657335.69,2005-02-28
2921,2840,Recurring Deposit,86,39137.93,2023-05-13
2922,277,Savings,32,926505.31,2017-12-20
2923,3115,Current,80,442391.89,2009-06-19
2924,1691,Current,100,514164.97,2023-11-28
2925,3764,Savings,10,652347.67,2015-12-12
2926,2798,Recurring Deposit,94,784827.87,2013-05-20
2927,4309,Current,26,751875.74,2018-02-22
2928,2253,Savings,13,582769.93,2025-01-23
2929,2340,Recurring Deposit,89,545028.0,2000-07-04
2930,2206,Fixed Deposit,60,51577.49,2000-10-09
2931,2515,Fixed Deposit,72,627158.16,2008-02-28
2932,3920,Current,82,957841.29,2004-11-03
2933,1864,Savings,61,225383.8,2025-10-07
2934,2870,Current,41,359668.83,2000-07-22
2935,4230,Savings,27,185328.55,2015-08-09
2936,409,Savings,86,436750.71,2023-12-08
2937,3516,Savings,42,307664.84,2012-04-28
2938,3054,Recurring Deposit,6,685187.57,2019-07-26
2939,4961,Fixed Deposit,99,578271.46,2019-10-29
2940,461,Recurring Deposit,56,104327.18,2003-02-19
2941,2148,Fixed Deposit,62,83015.63,2018-02-03
2942,2215,Fixed Deposit,44,595381.91,2000-06-02
2943,3325,Fixed Deposit,87,732341.33,2018-09-05
2944,1042,Savings,65,477721.26,2022-10-22
2945,2396,Fixed Deposit,60,428554.08,2016-08-10
2946,3044,Fixed Deposit,71,45886.72,2017-11-22
2947,4778,Recurring Deposit,48,20910.78,2023-04-04
2948,2190,Savings,15,251172.38,2006-04-26
2949,1493,Savings,64,640577.02,2023-02-27
2950,629,Fixed Deposit,88,316752.42,2025-11-27
2951,164,Savings,99,676171.18,2013-09-06
2952,1735,Recurring Deposit,2,457502.32,2007-04-25
2953,1308,Fixed Deposit,51,577530.17,2017-03-13
2954,2096,Savings,39,711210.59,2000-04-20
2955,2374,Fixed Deposit,97,720741.14,2023-09-13
2956,3563,Fixed Deposit,45,272733.35,2018-02-15
2957,1058,Fixed Deposit,19,161234.25,2020-10-04
2958,2476,Fixed Deposit,70,906597.38,2016-11-07
2959,4272,Current,93,727274.31,2023-10-09
2960,4451,Fixed Deposit,3,930475.68,2025-09-19
2961,974,Recurring Deposit,62,29099.12,2021-02-04
2962,1824,Fixed Deposit,90,480480.07,2003-01-08
2963,4920,Fixed Deposit,87,781446.42,2017-05-04
2964,4210,Recurring Deposit,100,508624.53,2012-08-20
2965,1250,Savings,62,447044.99,2023-06-01
2966,4572,Recurring Deposit,73,237549.62,2003-08-18
2967,3187,Current,1,933942.15,2002-11-05
2968,3391,Recurring Deposit,25,621998.79,2008-09-09
2969,418,Fixed Deposit,50,605388.75,2006-07-16
2970,1001,Recurring Deposit,88,869870.82,2019-11-14
2971,3934,Fixed Deposit,100,166070.85,2021-09-25
2972,3174,Recurring Deposit,86,350485.65,2008-10-11
2973,2696,Fixed Deposit,35,813690.93,2011-04-05
2974,691,Fixed Deposit,84,219898.48,2007-09-20
2975,3783,Savings,57,864407.24,2010-06-17
2976,1811,Current,19,252463.37,2009-07-31
2977,3196,Recurring Deposit,81,566153.65,2015-11-01
2978,1164,Savings,97,973286.48,2023-04-20
2979,671,Recurring Deposit,44,688008.83,2023-10-27
2980,2194,Current,97,432412.15,2023-09-20
2981,4250,Fixed Deposit,76,34979.29,2009-08-13
